experiment,well,method,ref_mode,timepoint,true_dy,true_dx,est_dy,est_dx,abs_err_px,post_corr,reg_error,overlap,qc_pass
E2_sparse,0,stable_subpixel,to_first,7,-0.06341292793153563,-1.4772243119112183,-0.35,1.7,0.46961607317505133,0.9651805231917575,0.9999999999794421,0.9893390570746529,True
E2_sparse,0,stable_subpixel,to_first,8,0.40776949714290467,4.193508052947216,0.15,-4.1,0.5655533289699816,0.8060529235343957,0.9999999999840086,0.9778812662760417,True
E2_sparse,0,stable_subpixel,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,0,stable_subpixel,to_previous,1,1.601383453299153,5.99285343616225,-2.0,-5.9,0.409288299259636,0.7306705584157535,0.9999999999832766,0.9591742621527778,True
E2_sparse,0,stable_subpixel,to_previous,2,6.22339049509293,-4.179328834577516,-6.15,4.65,0.47635859468487046,0.8274949051148602,0.9999999999843244,0.9445257568359374,True
E2_sparse,0,stable_subpixel,to_previous,3,-4.781703047180978,6.173112703801097,4.549999999999999,-5.4,0.8070870800921008,0.760959021688306,0.9999999999828917,0.9488435872395833,True
E2_sparse,0,stable_subpixel,to_previous,4,6.720174139226508,-3.0833799879885913,-6.65,4.5,1.4183570313032559,0.8269228301656488,0.9999999999858546,0.9427388509114584,True
E2_sparse,0,stable_subpixel,to_previous,5,-5.732934935897356,-6.745960241171835,6.049999999999999,7.6,0.9109962483642197,0.9452822657440251,0.9999999999829672,0.930153537326389,True
E2_sparse,0,stable_subpixel,to_previous,6,-5.371517593745528,-2.8321692931881746,5.649999999999999,4.1,1.2980551420214212,0.9501576017926835,0.9999999999817256,0.9498471408420139,True
E2_sparse,0,stable_subpixel,to_previous,7,-0.06341292793153563,-1.4772243119112183,-0.15000000000000124,3.2499999999999996,1.785575178503264,0.9610821509145295,0.9999999999859411,0.9823048909505209,True
E2_sparse,0,stable_subpixel,to_previous,8,0.40776949714290467,4.193508052947216,-0.30000000000000127,-2.650000000000001,1.5472657735590667,0.8574013651650215,0.9999999999829091,0.9846569824218749,True
E3_mcherry,0,A_cli,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,0,A_cli,to_first,1,0.0,0.0,4.8,-5.8,7.528612089887485,0.966533569673004,0.9999999397898185,0.9455468749999998,True
E3_mcherry,0,A_cli,to_first,2,0.0,0.0,-6.7,3.0,7.340980860893182,0.9695076924555285,0.9999999551992742,0.9500244140625002,True
E3_mcherry,0,A_cli,to_first,3,0.0,0.0,5.9,6.9,9.078546139112804,0.9387569021140023,0.9999999477048062,0.9344376627604167,True
E3_mcherry,0,A_cli,to_first,4,0.0,0.0,5.4,2.9,6.129437168288781,0.9731728411526136,0.9999999165581518,0.9571956380208333,True
E3_mcherry,0,A_cli,to_first,5,0.0,0.0,0.0,1.4,1.4,0.9985598778894786,0.9999999021808886,0.9927083333333333,True
E3_mcherry,0,A_cli,to_first,6,0.0,0.0,-0.3,-4.0,4.011234224026316,0.9882346524240655,0.9999999267751942,0.9776367187499999,True
E3_mcherry,0,A_cli,to_first,7,0.0,0.0,3.2,-5.1,6.020797289396148,0.9777286565970192,0.9999999567565545,0.9572135416666667,True
E3_mcherry,0,A_cli,to_first,8,0.0,0.0,4.0,6.3,7.462573282722254,0.9580975891576465,0.9999999476145103,0.9470377604166667,True
E3_mcherry,0,A_cli,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,0,A_cli,to_previous,1,0.0,0.0,4.8,-5.8,7.528612089887485,0.966533569673004,0.9999999397898185,0.9455468749999998,True
E3_mcherry,0,A_cli,to_previous,2,0.0,0.0,-6.7,3.2,7.424957912338629,0.9688837925971241,0.9999999793970148,0.9490190972222224,True
E3_mcherry,0,A_cli,to_previous,3,0.0,0.0,5.8,7.0,9.090654541890808,0.9384920136323173,0.9999999358773927,0.9344346788194444,True
E3_mcherry,0,A_cli,to_previous,4,0.0,0.0,5.5,3.0,6.264982043070834,0.9718117959856484,0.9999999349594766,0.9561767578125,True
E3_mcherry,0,A_cli,to_previous,5,0.0,0.0,0.2999999999999998,1.7,1.7262676501632068,0.9973899742247567,0.9999999197324017,0.9895971679687501,True
E3_mcherry,0,A_cli,to_previous,6,0.0,0.0,-0.20000000000000018,-3.8,3.8052595180880897,0.9888983572028464,0.9999999592650206,0.9791872829861111,True
E3_mcherry,0,A_cli,to_previous,7,0.0,0.0,3.5,-4.9,6.021627686929839,0.977207441847469,0.9999999008594854,0.9567152235243055,True
E3_mcherry,0,A_cli,to_previous,8,0.0,0.0,4.4,7.1,8.352843827104634,0.9455523234896237,0.9999999576900529,0.9409516059027777,True
E3_mcherry,0,B_pilot,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,0,B_pilot,to_first,1,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_first,2,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_first,3,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_first,4,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_first,5,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_first,6,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_first,7,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_first,8,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,0,B_pilot,to_previous,1,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_previous,2,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_previous,3,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_previous,4,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_previous,5,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_previous,6,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_previous,7,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,to_previous,8,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,stable_subpixel,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,0,stable_subpixel,to_first,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_first,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_first,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_first,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_first,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_first,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_first,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_first,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,0,stable_subpixel,to_previous,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_previous,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_previous,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_previous,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_previous,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_previous,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_previous,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,to_previous,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E4_gradient,0,A_cli,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,0,A_cli,to_first,1,-2.421154814464448,-3.6396411399625808,2.4,3.7,0.06395872231402067,0.9343069379385288,0.9999999989486205,0.9684700520833334,True
E4_gradient,0,A_cli,to_first,2,-5.6970681559013014,-5.507547650596743,5.8,5.5,0.10320819521282827,0.9247021698390826,0.9999999990615182,0.9420111762152776,True
E4_gradient,0,A_cli,to_first,3,3.129701517547794,0.46986615699940426,-2.9,-0.3,0.2856874138941121,0.863778442670765,0.9999999993216608,0.9833569335937499,True
E4_gradient,0,A_cli,to_first,4,1.6806141602541533,-2.8882397405347766,-1.9,3.0,0.24621231138333505,0.9198748528853635,0.999999999105273,0.9746337890625001,True
E4_gradient,0,A_cli,to_first,5,-5.750561563819954,0.948143932792171,5.8,-0.7,0.25302088916430204,0.9308334329206269,0.9999999992332411,0.9662559678819443,True
E4_gradient,0,A_cli,to_first,6,1.6693947558281659,4.382501001210968,-2.0,-4.3,0.3407436612392521,0.7903624438755336,0.9999999995835946,0.9674207899305556,True
E4_gradient,0,A_cli,to_first,7,1.8431582857248974,-3.6722547446937615,-2.0,3.7,0.15927687380395592,0.9099828655241285,0.9999999991081856,0.9705132378472222,True
E4_gradient,0,A_cli,to_first,8,-5.723007083905335,-1.5685103007166807,5.8,1.6,0.08318359387351552,0.940319113529679,0.9999999988692218,0.9617100694444444,True
E4_gradient,0,A_cli,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,0,A_cli,to_previous,1,-2.421154814464448,-3.6396411399625808,2.4,3.7,0.06395872231402067,0.9343069379385288,0.9999999989486205,0.9684700520833334,True
E4_gradient,0,A_cli,to_previous,2,-5.6970681559013014,-5.507547650596743,5.3,5.800000000000001,0.4931444992112812,0.9109518975992268,0.9999999993935357,0.9430213758680553,True
E4_gradient,0,A_cli,to_previous,3,3.129701517547794,0.46986615699940426,-3.7,-0.1999999999999993,0.6309263838047329,0.8232344721757575,0.9999999996535545,0.9797075737847223,True
E4_gradient,0,A_cli,to_previous,4,1.6806141602541533,-2.8882397405347766,-3.7,-0.1999999999999993,3.689870440108208,0.7479172443238847,0.999999999167313,0.9797075737847223,True
E4_gradient,0,A_cli,to_previous,5,-5.750561563819954,0.948143932792171,-3.7,-0.1999999999999993,9.480128333294058,0.6395396775588656,0.9999999995336017,0.9797075737847223,True
E4_gradient,0,A_cli,to_previous,6,1.6693947558281659,4.382501001210968,-3.7,-0.1999999999999993,4.649373321512148,0.7972668429570775,0.9999999989079614,0.9797075737847223,True
E4_gradient,0,A_cli,to_previous,7,1.8431582857248974,-3.6722547446937615,-3.7,-0.1999999999999993,4.294440354653379,0.7229967314074438,0.9999999990381526,0.9797075737847223,True
E4_gradient,0,A_cli,to_previous,8,-5.723007083905335,-1.5685103007166807,3.8999999999999995,-2.3999999999999995,4.367199197983008,0.7619846754090803,0.9999999994475735,0.9674414062499999,True
E4_gradient,0,B_pilot,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,0,B_pilot,to_first,1,-2.421154814464448,-3.6396411399625808,2.0,4.0,0.5542832179978497,0.9253315684355283,,0.9689670138888888,True
E4_gradient,0,B_pilot,to_first,2,-5.6970681559013014,-5.507547650596743,6.0,6.0,0.5781669469987241,0.9323431550421931,,0.9384765625,True
