summary_type,condition,day,wells,observations,qc_pass,qc_total,mean_overlap_fraction,mean_diffuse_to_punctate_ratio,median_diffuse_to_punctate_ratio,mean_puncta_count
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,12,48,48,,,,4.310791756183705,4.21076913074148,290.6875
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,16,48,48,,,,4.46661079763174,4.476126755672796,280.9583333333333
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,20,48,48,,,,4.746171049384576,4.6347305936019065,319.8958333333333
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,25,48,48,,,,6.806974283353694,6.703355298606228,290.3333333333333
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,29,48,48,,,,5.622443063354834,5.568144693277736,389.2916666666667
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,32,48,48,,,,5.5724040492126035,5.595268759067242,422.25
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,36,48,48,,,,5.4298030526108585,5.363355357227573,428.8125
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,39,48,48,,,,5.272266760203365,5.158412612959335,432.3958333333333
mcherry_valid_measurement,PLD3_mCherry_reporter_control,8,48,48,,,,2.5276890959427445,2.5358039697898764,269.875
mcherry_valid_measurement,PLD3_mCherry_reporter_control,12,48,48,,,,2.876649743855335,2.8296783135817294,245.77083333333334
mcherry_valid_measurement,PLD3_mCherry_reporter_control,16,48,48,,,,2.7572506780245276,2.7656674786186093,264.6875
mcherry_valid_measurement,PLD3_mCherry_reporter_control,20,48,48,,,,3.0777096078979826,3.09992329956378,313.3333333333333
mcherry_valid_measurement,PLD3_mCherry_reporter_control,25,48,48,,,,4.01266453282723,3.9532184670934676,269.7083333333333
mcherry_valid_measurement,PLD3_mCherry_reporter_control,29,48,48,,,,3.607274444285608,3.571139086406237,348.4791666666667
mcherry_valid_measurement,PLD3_mCherry_reporter_control,32,48,48,,,,3.488043861514137,3.4435464577993935,375.2291666666667
mcherry_valid_measurement,PLD3_mCherry_reporter_control,36,48,48,,,,3.3357803704345543,3.338806323153081,391.375
mcherry_valid_measurement,PLD3_mCherry_reporter_control,39,48,48,,,,3.428668824729533,3.4029992783297995,409.2916666666667
